"page #",x,y,text
1,850.3025998515,-159.88860001913,遵守選舉法令，宏揚法治精神
1,739.97939987077,4095.2391994901,檢舉賄選要勇敢，政治清明有期盼
1,145.21439997464,17.404200002084,高雄市第２屆左營區果峰里里長選舉選舉公報
1,2473.599400068,-6.6582000007966,高雄市選舉委員會編印
1,145.21439997464,147.36739951764,高雄市第2屆左營區果峰里里長選舉，經定於中華民國一百零三年十一月二十九日(星期六)上午八時起至
1,145.21439997464,221.76739952654,下午四時止舉行投票。茲依公職人員選舉罷免法第四十七條規定，將候選人所填之政見及個人資料刊登
1,145.21439997464,296.16739953544,如下，候選人個人資料係依據候選人所填列資料刊登，如有不實，由候選人自行負責。
1,167.23180047079,377.82840004522,號
1,167.23180047079,415.90839904977,次
1,354.67480043806,396.8683995475,"相    片"
1,627.81179989036,377.82840004522,姓
1,627.81179989036,415.90839904977,名
1,696.53119937836,358.78839904294,出生
1,696.53119937836,396.8683995475,年月
1,712.85119937551,434.94840005205,日
1,797.89060036065,377.82840004522,性
1,797.89060036065,415.90839904977,別
1,882.9299998458,358.78839904294,出
1,882.9299998458,396.8683995475,生
1,882.9299998458,434.94840005205,地
1,951.6493993338,358.78839904294,推薦
1,967.96939933095,396.8683995475,之
1,951.6493993338,434.94840005205,政黨
1,1159.9541997974,396.8683995475,"學    歷  經    歷 政           見"
1,156.3226004727,642.45660007689,1
1,705.17119937685,491.83999955886,42
1,705.17119937685,543.84000006508,年
1,705.17119937685,595.83999907131,02
1,705.17119937685,647.83999957753,月
1,705.17119937685,699.84000008375,17
1,705.17119937685,751.83999908998,日
1,790.210600362,621.84000007442,"男 無"
1,1030.77760032,615.8244000737,私立屏東青年高中
1,1427.6279997507,543.82440006508,一、海軍第一造船廠
1,1427.6279997507,579.82440006939,二、海軍戰鬪系統工廠
1,1427.6279997507,615.8244000737,三、果峰社區發展協會理事長（現任）
1,1427.6279997507,651.82440007801,四、果貿社區聯合管理委員會第6棟棟委（現
1,1484.3207997408,687.82440008231,任）
1,1994.5571996517,543.82440006508,一、促進社區團結和諧。
1,1994.5571996517,579.82440006939,二、協調社區聯合管理委員會，美化環境。
